Node,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Genres,Genres_cond
"('Imma Be', 'Black Eyed Peas')",0.597,0.517,0,-6.963,1,0.366,0.179,0.0,0.307,0.413,92.035,"dance pop, pop, pop rap",pop
"('See No More', 'Joe Jonas')",0.515,0.805,5,-4.918,0,0.0555,0.0175,0.0,0.208,0.466,161.763,"pop, post-teen pop",pop
"('M', 'Ayumi Hamasaki')",0.582,0.978,0,-3.431,0,0.0284,0.0443,4.35e-06,0.365,0.96,104.006,"classic j-pop, eurobeat, j-pop",pop
"('A Little Less Conversation', 'Elvis Presley')",0.597,0.97,4,-5.972,0,0.0502,0.000385,0.197,0.133,0.717,114.999,"rock-and-roll, rockabilly",rock
"('Space Odyssey', 'The Byrds')",0.301,0.302,1,-12.698,1,0.0301,0.00979,1.83e-05,0.165,0.0386,82.097,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Take You High', 'Kelly Clarkson')",0.462,0.592,2,-6.5,1,0.0343,0.345,0.0,0.124,0.278,130.098,"dance pop, pop, talent show",pop
"('Family Portrait', 'Pink')",0.65,0.685,0,-5.26,0,0.139,0.0272,3.56e-06,0.572,0.735,183.695,"dance pop, pop",pop
"('More Than a Feeling', 'Boston')",0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,"album rock, classic rock, glam metal, hard rock, mellow gold, rock, soft rock",rock
"('Voices Of Babylon', 'The Outfield')",0.618,0.79,3,-8.802,1,0.0308,0.0564,0.238,0.253,0.688,121.114,power pop,pop
"('Behind The Lines', 'Genesis')",0.324,0.734,0,-8.009,1,0.0306,0.0193,0.00181,0.0727,0.358,81.977,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock",rock
"('Dragostea din tei', 'O-Zone')",0.801,0.968,0,-3.755,1,0.0422,0.183,0.0,0.0585,0.67,130.083,"eurodance, europop, moldovan pop",pop
"('Break Free', 'Ariana Grande')",0.686,0.702,7,-5.325,0,0.0455,0.00637,4.46e-05,0.204,0.29,129.948,pop,pop
"(""Tonight I'm Getting Over You"", 'Carly Rae Jepsen')",0.72,0.776,10,-5.331,1,0.043,0.00549,0.000298,0.365,0.135,125.961,"canadian pop, dance pop, pop",pop
"(""I'm a Believer"", 'The Monkees')",0.526,0.775,0,-6.05,1,0.0352,0.707,2.05e-05,0.217,0.962,80.106,"album rock, beatlesque, bubblegum pop, classic rock, folk rock, mellow gold, rock, rock-and-roll, singer-songwriter, soft rock, sunshine pop",rock
"('Mean', 'Taylor Swift')",0.526,0.7,4,-3.95,1,0.0392,0.321,0.0,0.213,0.596,163.949,pop,pop
"('Try Honesty', 'Billy Talent')",0.458,0.987,6,-3.581,0,0.116,0.00015,4.41e-05,0.385,0.377,156.898,canadian punk,other
"('Shorty, Shorty', 'Xtreme')",0.745,0.701,0,-5.468,1,0.0303,0.153,0.0,0.169,0.952,124.994,bachata,other
"('212', 'Azealia Banks')",0.846,0.772,11,-5.735,0,0.259,0.0123,0.000106,0.0769,0.622,125.998,"escape room, hip house, lgbtq+ hip hop, trap queen",rap
"('Balla Linda', 'Lucio Battisti')",0.346,0.276,2,-11.11,1,0.0372,0.538,0.0,0.084,0.267,96.159,"canzone d'autore, classic italian pop, italian adult pop",pop
"('Reunion', 'The xx')",0.693,0.366,6,-16.222,0,0.0664,0.84,0.693,0.113,0.0519,112.211,"downtempo, dream pop, indietronica",pop
"('Sparvöga', 'Marie Fredriksson')",0.491,0.591,2,-7.652,0,0.0264,0.15,0.0,0.338,0.574,106.138,"classic swedish pop, swedish jazz",pop
"('Freed From Desire', 'Gala')",0.704,0.861,2,-4.221,0,0.0493,0.587,0.0615,0.0992,0.636,128.99,"eurodance, italo dance",other
"('Exit', 'Stateless')",0.408,0.902,5,-6.734,0,0.0777,0.0168,0.867,0.114,0.357,170.158,british alternative rock,rock
"('Loungin', 'LL Cool J')",0.817,0.584,7,-9.785,1,0.174,0.432,0.00588,0.225,0.502,99.947,"east coast hip hop, golden age hip hop, hip hop, old school hip hop, queens hip hop, rap",rap
"('River', nan)",0.384,0.585,1,-5.588,1,0.0311,0.0591,1.77e-06,0.116,0.252,82.378,"british soul, pop, pop soul, uk pop",pop
"('Alfie', 'Lily Allen')",0.778,0.908,0,-5.275,1,0.0284,0.0184,0.0,0.0896,0.973,120.009,"dance pop, electropop, neo mellow",pop
"('Confusion', 'Fela Kuti')",0.476,0.755,1,-9.62,1,0.0556,0.591,0.288,0.185,0.389,109.886,"afrobeat, afropop, world",pop
"('Poison', 'Nicole Scherzinger')",0.588,0.954,0,-4.179,1,0.137,0.0258,5.71e-06,0.383,0.549,125.089,"dance pop, pop, post-teen pop",pop
"('For Whom the Bell Tolls', 'Metallica')",0.512,0.86,0,-6.145,1,0.0703,0.00631,0.00528,0.0652,0.258,117.909,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('Dile', 'Ivy Queen')",0.724,0.802,11,-4.386,0,0.104,0.0762,0.0,0.077,0.709,98.021,"latin hip hop, rap latina, reggaeton, trap latino, urbano latino",latin
"(""I Don't Believe You"", 'Pink')",0.461,0.276,8,-9.092,1,0.0277,0.761,0.0,0.108,0.237,92.915,"dance pop, pop",pop
"('Loca People', 'Sak Noel')",0.864,0.732,11,-3.422,0,0.0561,0.000253,0.0359,0.0357,0.668,128.018,,other
"('Go Deep', 'Janet Jackson')",0.885,0.55,8,-6.518,0,0.0555,0.0259,0.018,0.266,0.822,102.09,"dance pop, r&b, urban contemporary",pop
"('Sad But True', 'Metallica')",0.624,0.876,7,-6.005,1,0.0342,0.000926,0.00164,0.0561,0.453,89.24,"hard rock, metal, old school thrash, rock, thrash metal",rock
"('Falling Away from Me', 'Korn')",0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,"alternative metal, funk metal, hard rock, nu metal, post-grunge, rap metal, rock",rock
"('Ser o Parecer', 'RBD')",0.605,0.88,1,-3.747,1,0.14,0.263,0.0,0.2,0.908,176.028,latin pop,latin
"('Volví a Nacer', 'Carlos Vives')",0.588,0.812,5,-4.172,1,0.0429,0.0171,0.0,0.111,0.512,97.98,"colombian pop, latin pop, vallenato",latin
"('One More Time', 'Daft Punk')",0.613,0.697,2,-8.618,1,0.133,0.0194,0.0,0.332,0.476,122.746,"electro, filter house, rock",edm
"('Pure Energy', 'Information Society')",0.766,0.735,0,-11.217,1,0.056,0.00664,0.0244,0.209,0.753,118.221,"freestyle, new romantic, synthpop",pop
"('Ziggy Stardust', 'David Bowie')",0.515,0.554,7,-11.616,1,0.0784,0.0478,0.0,0.219,0.509,80.146,"art rock, classic rock, glam rock, permanent wave, rock",rock
"(""Can't Stop"", nan)",0.17,0.134,5,-22.538,1,0.0367,0.73,0.0,0.349,0.372,79.558,"adult standards, classic soul, jazz blues, piano blues, soul, soul blues, vocal jazz",r&b
"('Holiday', 'Green Day')",0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55e-06,0.301,0.45,167.086,"modern rock, permanent wave, punk, rock",rock
"('Hungry Like the Wolf', 'Duran Duran')",0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,"album rock, dance rock, new romantic, new wave, new wave pop, rock, soft rock, synthpop",rock
"('Alive', 'Jennifer Lopez')",0.324,0.288,10,-9.524,1,0.0314,0.85,0.00917,0.309,0.104,132.127,"dance pop, pop, urban contemporary",pop
"('All I Really Want To Do', 'Cher')",0.549,0.256,3,-15.933,1,0.034,0.253,0.0,0.226,0.244,124.332,"dance pop, pop",pop
"('Cambodia', 'Kim Wilde')",0.683,0.685,2,-5.961,0,0.0276,0.0212,0.0189,0.1,0.694,110.791,"new romantic, new wave, new wave pop",pop
"('Champagne Showers', 'LMFAO')",0.59,0.824,7,-3.997,0,0.386,0.000826,1.11e-06,0.636,0.385,130.088,"dance pop, pop, pop rap",pop
"('Harborcoat', 'R.E.M.')",0.473,0.777,8,-13.002,1,0.0486,0.00651,0.00125,0.354,0.772,78.336,"alternative rock, athens indie, permanent wave, rock",rock
"(""You Won't Forget About Me"", 'Dannii Minogue')",0.545,0.939,11,-7.705,0,0.112,0.0137,0.00456,0.441,0.375,125.008,"australian dance, australian pop, europop",pop
"('With U', 'Janet Jackson')",0.693,0.813,0,-4.928,1,0.0339,0.156,0.00215,0.223,0.699,122.003,"dance pop, r&b, urban contemporary",pop
"('New Day', 'Alicia Keys')",0.466,0.828,2,-4.289,0,0.24,0.0642,0.0,0.04,0.74,194.186,"east coast hip hop, gangster rap, hip hop, pop rap, queens hip hop, rap",rap
"('Genie', ""Girls' Generation"")",0.762,0.84,9,-2.603,1,0.116,0.12,4.78e-06,0.714,0.719,123.006,"k-pop, k-pop girl group",k-pop
"('Pack Of Thieves', 'Enter Shikari')",0.537,0.891,0,-5.206,1,0.0716,0.00108,1.58e-06,0.141,0.281,124.98,"british alternative rock, nintendocore, trancecore, uk metalcore, uk post-hardcore",rock
"('Moving', 'Kate Bush')",0.502,0.324,2,-12.997,0,0.0316,0.475,0.00111,0.236,0.2,126.638,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter",pop
"('Change Your Life', 'Iggy Azalea')",0.675,0.773,6,-5.545,0,0.22,0.0206,0.0,0.12,0.687,131.935,"australian hip hop, dance pop, pop",pop
"('If Your Girl Only Knew', 'Aaliyah')",0.841,0.741,9,-3.487,0,0.0359,0.137,0.000445,0.11,0.834,88.408,"contemporary r&b, dance pop, hip pop, r&b, urban contemporary",pop
"('Northern Lites', 'Super Furry Animals')",0.515,0.846,4,-3.135,1,0.0381,0.216,0.000143,0.63,0.964,139.059,"britpop, welsh indie, welsh rock",pop
"('The Broken Ones', 'Dia Frampton')",0.611,0.63,4,-6.941,1,0.039,0.0734,5.85e-06,0.108,0.358,117.517,deep talent show,other
"('Dreams', 'Fleetwood Mac')",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,"album rock, classic rock, rock, soft rock, yacht rock",rock
"('My Chick Bad', 'Ludacris')",0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.484,0.757,84.789,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",rap
"('2 On', 'Tinashe')",0.742,0.595,9,-7.51,1,0.107,0.15,0.0,0.111,0.431,101.013,"alternative r&b, dance pop, metropopolis, pop, r&b",pop
"('Black Or White', 'Michael Jackson')",0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026,"r&b, soul",r&b
"(""What's My Name"", 'Rihanna')",0.688,0.784,2,-2.972,1,0.0747,0.182,0.0,0.0843,0.563,100.003,"barbadian pop, pop, urban contemporary",pop
"('Stop and Stare', 'OneRepublic')",0.492,0.859,4,-4.274,1,0.0332,0.0659,0.0,0.0756,0.251,92.474,"piano rock, pop",pop
"('Falsas Esperanzas', 'Christina Aguilera')",0.842,0.886,9,-3.785,0,0.0561,0.49,1.08e-05,0.336,0.892,130.92,"dance pop, pop",pop
"('Imitation of Life', 'R.E.M.')",0.461,0.755,7,-3.71,1,0.0318,0.0178,1.13e-06,0.18,0.439,124.256,"alternative rock, athens indie, permanent wave, rock",rock
"('Rumour Has It', 'Adele')",0.612,0.749,0,-5.014,1,0.0446,0.615,0.0,0.167,0.574,120.052,"british soul, pop, pop soul, uk pop",pop
"('Welcome to the Black Parade', 'My Chemical Romance')",0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,"emo, modern rock, pop punk, pov: indie, rock",rock
"('Burbujas de amor', 'Juan Luis Guerra')",0.621,0.675,0,-5.941,1,0.0305,0.295,0.0,0.174,0.747,125.122,"bachata, latin pop, tropical",latin
"('Flashdance', nan)",0.743,0.716,10,-5.334,1,0.0374,0.00301,0.135,0.19,0.594,123.995,coverchill,other
"('13 Monsters', 'Lightning Bolt')",0.41,0.961,1,-6.858,0,0.101,4.12e-06,0.875,0.158,0.319,93.433,"experimental rock, noise rock, rhode island indie",rock
"('Million Voices', 'Otto Knows')",0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,"edm, electro house, pop dance, progressive electro house",edm
"('Corazon Sin Cara', 'Prince Royce')",0.704,0.83,11,-3.139,1,0.0297,0.0489,0.0,0.111,0.957,127.103,"bachata, latin hip hop, latin pop, urbano latino",latin
"('Anytime You Need A Friend', 'Mariah Carey')",0.585,0.419,9,-11.754,0,0.0311,0.552,3.41e-06,0.061,0.291,135.958,"dance pop, pop, urban contemporary",pop
"('Sugar', 'Flo Rida')",0.738,0.868,1,-4.15,1,0.0348,0.0371,0.0,0.294,0.199,130.003,"dance pop, miami hip hop, pop, pop rap",pop
"('The Nobodies', 'Marilyn Manson')",0.431,0.823,4,-5.219,1,0.0638,4.6e-05,3.23e-05,0.0447,0.272,150.07,"alternative metal, hard rock, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Ode To My Family', 'The Cranberries')",0.366,0.443,7,-10.11,1,0.0235,0.0472,1.44e-06,0.344,0.149,93.951,"irish rock, pop rock, rock",rock
"('You Da One', 'Rihanna')",0.702,0.715,5,-5.377,0,0.0425,0.503,2.44e-05,0.126,0.863,127.048,"barbadian pop, pop, urban contemporary",pop
"('The Great Destroyer', 'Nine Inch Nails')",0.62,0.985,11,-5.171,0,0.21,0.00401,0.0675,0.177,0.387,150.001,"alternative metal, alternative rock, cyberpunk, electronic rock, grunge, industrial, industrial metal, industrial rock, nu metal, post-grunge, rock",rock
"('Turn Me On', 'David Guetta')",0.705,0.794,8,-2.266,1,0.0593,0.0488,0.0,0.575,0.412,127.961,"big room, dance pop, edm, pop, pop dance",pop
"('Beautiful', 'A. G. Cook')",0.555,0.648,8,-4.107,1,0.0318,0.00781,0.18,0.121,0.666,149.176,"bubblegum bass, escape room, hyperpop, proto-hyperpop",pop
"('Point Of No Return', 'Nu Shooz')",0.691,0.839,5,-10.401,1,0.05,0.0193,0.0712,0.0503,0.808,109.152,"freestyle, post-disco",other
"('Stylo', 'Gorillaz')",0.686,0.751,10,-5.747,0,0.0604,0.00604,0.000849,0.0979,0.851,100.222,"alternative hip hop, modern rock, rock",rock
"('Give Me One Reason', 'Tracy Chapman')",0.608,0.419,11,-10.016,1,0.0331,0.602,7.58e-06,0.108,0.602,100.22,"folk, lilith, singer-songwriter, women's music",other
"('Paid My Dues', 'Anastacia')",0.699,0.735,1,-3.292,0,0.0345,0.111,1.22e-05,0.0782,0.758,96.981,pop soul,pop
"(""Can't Let Go"", 'Mariah Carey')",0.478,0.533,10,-11.048,1,0.0404,0.591,0.00704,0.139,0.181,162.369,"dance pop, pop, urban contemporary",pop
"('No Se Olvidar', 'Alejandro Fernandez')",0.547,0.486,2,-7.948,1,0.0244,0.638,1.38e-06,0.216,0.409,88.008,"latin arena pop, latin pop, mariachi, mexican pop, musica mexicana, ranchera",latin
"(""Wreckin' Crew"", 'The Meteors')",0.602,0.787,2,-8.961,1,0.1,0.203,1.31e-05,0.327,0.868,115.714,"psychobilly, pub rock",rock
"('Queen of Chinatown', 'Amanda Lear')",0.663,0.759,0,-8.91,1,0.0797,0.00191,0.0315,0.105,0.864,128.205,hi-nrg,other
"('Feedback', 'Janet')",0.846,0.649,1,-6.849,0,0.0534,0.000341,0.0,0.0623,0.496,114.976,"dance pop, r&b, urban contemporary",pop
"(""All These Things That I've Done"", 'The Killers')",0.539,0.702,6,-7.291,1,0.0436,0.00245,2.37e-05,0.117,0.206,118.106,"alternative rock, dance rock, modern rock, permanent wave, rock",rock
"('Stupid Girls', 'Pink')",0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,"dance pop, pop",pop
"('Tender', 'Blur')",0.587,0.566,9,-9.932,1,0.0276,0.469,0.0,0.0644,0.528,76.055,"alternative rock, britpop, madchester, permanent wave, rock",rock
"('Circle the Drain', 'Katy Perry')",0.7,0.775,1,-3.94,1,0.081,0.00735,0.0,0.082,0.751,134.935,pop,pop
"(""She's All I Ever Had"", 'Ricky Martin')",0.393,0.765,11,-5.924,1,0.0481,0.0172,0.0,0.227,0.274,81.088,"latin pop, mexican pop, puerto rican pop",latin
"('Natural', 'S Club 7')",0.722,0.658,9,-7.003,0,0.0316,0.178,4.95e-05,0.295,0.735,97.418,"australian pop, dance pop, europop, talent show",pop
"('Meat Grinder', 'Madvillain')",0.571,0.717,6,-8.333,1,0.336,0.359,3.12e-06,0.797,0.881,87.54,"abstract hip hop, alternative hip hop, hip hop, psychedelic hip hop",rap
"('When Love Takes Over', 'David Guetta')",0.675,0.862,11,-4.614,1,0.0253,0.0165,0.000427,0.169,0.498,129.967,"big room, dance pop, edm, pop, pop dance",pop
"('In the Dark', 'Dev')",0.633,0.898,2,-3.254,1,0.034,0.0132,2.07e-06,0.339,0.876,125.994,"dutch house, dutch trance, edm, pop dance, progressive house, trance",edm
"('Nemo', 'Nightwish')",0.494,0.735,0,-6.326,0,0.0348,0.000185,8.38e-05,0.086,0.359,125.042,"fantasy metal, finnish metal, finnish power metal, gothic metal, gothic symphonic metal, opera metal, power metal, symphonic metal",rock
"('Institutionalized', 'Kendrick Lamar')",0.539,0.731,3,-5.085,0,0.453,0.112,1.19e-06,0.129,0.568,81.114,"conscious hip hop, hip hop, rap, west coast rap",rap
"('Over', 'Lindsay Lohan')",0.423,0.926,8,-2.965,1,0.0535,0.0438,1.28e-05,0.113,0.515,177.727,"dance pop, post-teen pop",pop
"('Marry You', 'Bruno Mars')",0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,"dance pop, pop",pop
"('Occasional Rain', 'Terry Callier')",0.265,0.208,11,-17.613,1,0.0364,0.797,0.000128,0.112,0.11,123.166,,other
"('Believe Again', 'Delta Goodrem')",0.331,0.676,2,-5.346,0,0.0318,0.43,0.000232,0.29,0.133,121.978,australian pop,pop
"('Gentleman', 'The Saturdays')",0.736,0.971,11,-2.369,0,0.158,0.108,1.53e-05,0.286,0.798,133.004,"dance pop, girl group, post-teen pop, talent show",pop
"('Childhood', 'Michael Jackson')",0.175,0.204,4,-11.414,1,0.0362,0.799,4.88e-05,0.147,0.0795,73.106,"r&b, soul",r&b
"('The Prayer', 'Bloc Party')",0.507,0.874,9,-5.57,0,0.168,0.00576,0.0,0.111,0.459,160.122,"alternative dance, alternative rock, dance-punk, indie rock, indietronica, modern rock, neo-synthpop, new rave",rock
"('Moves Like Jagger', 'Maroon 5')",0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,pop,pop
"('Yesterday', nan)",0.471,0.0865,9,-17.821,0,0.0431,0.986,0.721,0.0951,0.218,60.469,"cool jazz, hard bop, jazz, jazz fusion, jazz trumpet, soul, vocal jazz",jazz
"(""You Don't Know Me"", 'Armand Van Helden feat. Duane Harden')",0.772,0.682,10,-6.919,1,0.0701,0.0461,0.00285,0.0672,0.868,129.978,"big beat, classic house, deep house, disco house, filter house, house, speed garage, uk dance, vocal house",edm
"('Come & Get It', 'Selena Gomez')",0.545,0.787,7,-4.095,0,0.0521,0.00999,0.000201,0.0809,0.574,80.158,"pop, post-teen pop",pop
"('Gypsy', 'Shakira')",0.764,0.763,6,-5.109,1,0.0576,0.641,0.0,0.0706,0.511,92.727,"colombian pop, dance pop, latin pop, pop",latin
"('Left Outside Alone', 'Anastacia')",0.663,0.746,2,-3.567,0,0.0321,0.0697,0.0,0.0929,0.325,102.847,pop soul,pop
"(""Let's Go Trippin'"", 'Dick Dale')",0.658,0.814,4,-7.131,1,0.035,0.342,0.96,0.306,0.988,147.693,"instrumental surf, surf music",other
"('Euphoria', 'Loreen')",0.518,0.679,11,-5.406,0,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,europop,pop
"('Heartbeat Song', 'Kelly Clarkson')",0.49,0.798,6,-3.66,1,0.0489,0.0137,0.0,0.0627,0.479,149.109,"dance pop, pop, talent show",pop
"('Home', 'Phillip Phillips')",0.606,0.826,0,-6.04,1,0.0307,0.0256,1.57e-05,0.117,0.332,121.036,"folk-pop, neo mellow, pop rock",k-pop
"(""I'm Into You"", 'Jennifer Lopez')",0.592,0.747,8,-4.439,0,0.137,0.0176,0.0,0.0752,0.697,83.926,"dance pop, pop, urban contemporary",pop
"('Together Again', 'Janet Jackson')",0.865,0.505,7,-11.813,1,0.102,0.0631,0.0151,0.102,0.475,123.102,"dance pop, r&b, urban contemporary",pop
"('With Love', 'Hilary Duff')",0.852,0.896,6,-5.465,0,0.0681,0.00887,6.03e-05,0.0216,0.961,121.978,"dance pop, pop, post-teen pop",pop
"(""Don't Trust Me"", '3OH!3')",0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,"dance pop, electropowerpop, pop punk, pop rap, post-teen pop",pop
"('The Final Countdown', 'Europe')",0.529,0.843,6,-6.908,0,0.0616,0.0628,0.000827,0.0608,0.188,117.662,"album rock, glam metal, hard rock, rock, swedish hard rock, swedish melodic rock",rock
"('Shooting Star', 'Elliott Smith')",0.517,0.799,0,-7.562,1,0.035,0.0194,0.000368,0.221,0.504,105.953,"alternative rock, indie rock, melancholia, singer-songwriter",rock
"('Unchained Melody', 'Righteous Brothers')",0.339,0.208,0,-16.725,1,0.0308,0.396,0.000519,0.18,0.288,98.54,"adult standards, brill building pop, folk rock, mellow gold, motown, rock-and-roll, rockabilly",rock
"('Two Times Blue', 'Debbie Harry')",0.482,0.889,4,-4.27,1,0.0873,0.00177,9.54e-05,0.116,0.29,150.048,new wave pop,pop
"('19th Nervous Breakdown', 'The Rolling Stones')",0.422,0.837,4,-7.146,1,0.0386,0.0216,0.000437,0.303,0.587,96.687,"album rock, british invasion, classic rock, rock",rock
"('Ysbeidiau Heulog', 'Super Furry Animals')",0.489,0.745,4,-5.743,1,0.0371,0.004,2.31e-05,0.178,0.752,140.02,"britpop, welsh indie, welsh rock",pop
"(""I'm Outta Love"", 'Anastacia')",0.761,0.716,10,-5.8,0,0.056,0.396,0.0,0.0771,0.649,119.41,pop soul,pop
"('From the Bottom of My Broken Heart', 'Britney Spears')",0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,"dance pop, pop",pop
"('Who Owns My Heart', 'Miley Cyrus')",0.571,0.805,9,-4.985,0,0.129,0.0106,0.0,0.0864,0.356,135.908,pop,pop
"('These Times', 'Swervedriver')",0.354,0.944,2,-3.84,0,0.0588,4.83e-05,0.726,0.0987,0.214,131.901,"grungegaze, nu gaze, shoegaze, spacegrunge",other
"('Digital Love', 'Daft Punk')",0.644,0.664,9,-8.398,1,0.0332,0.048,0.867,0.342,0.53,124.726,"electro, filter house, rock",edm
"('Seven Nation Army', nan)",0.658,0.464,4,-15.932,0,0.0704,0.0242,0.893,0.0751,0.779,120.988,,other
"('Kerosene', 'Big Black')",0.482,0.978,1,-9.463,0,0.056,0.00031,0.0146,0.333,0.114,101.95,"chicago hardcore, chicago punk, experimental rock, industrial rock, noise rock, post-hardcore, post-punk",rock
"('Breathing', 'Jason Derulo')",0.557,0.814,10,-4.469,0,0.0872,0.0114,7.97e-05,0.345,0.616,127.969,"dance pop, pop",pop
"('Ghosttown', 'Madonna')",0.54,0.55,5,-6.521,1,0.0368,0.0362,0.000203,0.115,0.0899,79.037,"dance pop, pop",pop
"('Tiffany Queen', 'The Byrds')",0.523,0.719,2,-8.793,1,0.0423,0.304,0.00192,0.196,0.767,137.709,"album rock, beatlesque, classic rock, cosmic american, country rock, folk, folk rock, mellow gold, psychedelic rock, rock, soft rock",rock
"('Save You', 'Kelly Clarkson')",0.467,0.579,4,-4.886,1,0.0289,0.197,0.0,0.118,0.121,106.982,"dance pop, pop, talent show",pop
"('London Calling', 'The Clash')",0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,"alternative rock, permanent wave, punk, rock",rock
"('Not Pretty Enough', 'Kasey Chambers')",0.623,0.612,11,-5.497,1,0.0345,0.606,0.0,0.148,0.275,119.864,"australian americana, australian country, australian rock",rock
"('Fuck Tha Police', 'N.W.A')",0.859,0.75,8,-8.325,0,0.303,0.0193,0.0,0.0538,0.857,98.691,"conscious hip hop, gangster rap, golden age hip hop, hip hop, old school hip hop, rap, west coast rap",rap
